X,Y,Region,material,Site,Feature Number,Excavation istitute,BP,Error,Type,Size(cm2),Name,Area
127.378916,37.680931,경기,Charcoal,가평 대성리,1,겨례문화유산연구원,1881,8,백제(呂·凸자형),151000,겨례문화유산연구원 가평 대성리 1  ,경기북부
127.378916,37.680931,경기,Charred seed,가평 대성리,10,겨례문화유산연구원,1899,9,백제(呂·凸자형),829000,겨례문화유산연구원 가평 대성리 10,경기북부
127.378916,37.680931,경기,Charred material,가평 대성리,10,경기문화재연구원,1859,17,백제(呂·凸자형),780544,경기문화재연구원 가평 대성리 10 ,경기북부
127.378916,37.680931,경기,Charcoal,가평 대성리,11,경기문화재연구원,1855,25,백제(呂·凸자형),763396,경기문화재연구원 가평 대성리 11 ,경기북부
127.378916,37.680931,경기,Charcoal,가평 대성리,14,경기문화재연구원,1871,16,백제(呂·凸자형),836006,경기문화재연구원 가평 대성리 14 ,경기북부
127.378916,37.680931,경기,Charcoal,가평 대성리,16,경기문화재연구원,1840,20,백제(呂·凸자형),X,경기문화재연구원 가평 대성리 16 ,경기북부
127.378916,37.680931,경기,Charcoal,가평 대성리,18,경기문화재연구원,1890,25,백제(呂·凸자형),742574,경기문화재연구원 가평 대성리 18 ,경기북부
127.378916,37.680931,경기,Charred material,가평 대성리,19,경기문화재연구원,1930,20,백제(呂·凸자형),X,경기문화재연구원 가평 대성리 19 ,경기북부
127.378916,37.680931,경기,Charcoal,가평 대성리,22,경기문화재연구원,1845,20,백제(방형),109526,경기문화재연구원 가평 대성리 22 ,경기북부
127.378916,37.680931,경기,Charcoal,가평 대성리,25,경기문화재연구원,1825,20,백제(呂·凸자형),X,경기문화재연구원 가평 대성리 25 ,경기북부
127.378916,37.680931,경기,"Charcoal, Charred material",가평 대성리,3,경기문화재연구원,1875,15,백제(방형),182850,경기문화재연구원 가평 대성리 3 ,경기북부
127.378916,37.680931,경기,Charcoal,가평 대성리,4,겨례문화유산연구원,1917,9,백제(呂·凸자형),617000,겨례문화유산연구원 가평 대성리 4  ,경기북부
127.378916,37.680931,경기,Charcoal,가평 대성리,5,경기문화재연구원,1855,25,백제(呂·凸자형),X,경기문화재연구원 가평 대성리 5 ,경기북부
127.378916,37.680931,경기,Charred material,가평 대성리,6,경기문화재연구원,1865,20,백제(呂·凸자형),X,경기문화재연구원 가평 대성리 6,경기북부
127.378916,37.680931,경기,Charcoal,가평 대성리,6,겨례문화유산연구원,1970,20,백제(呂·凸자형),X,겨례문화유산연구원 가평 대성리 6  ,경기북부
127.378916,37.680931,경기,Charcoal,가평 대성리,7,겨례문화유산연구원,1925,25,백제(방형),X,겨례문화유산연구원 가평 대성리 7  ,경기북부
127.3945,37.76334,경기,Charcoal,가평 덕현리,C-1,한림대학교박물관,1831,35,백제(呂·凸자형),252100,한림대학교박물관 가평 덕현리 C-1,경기북부
127.547765,37.885677,경기,Charcoal,가평 목동리,삼국-10,국토문화재연구원,1477,24,백제(방형),94764,국토문화재연구원 가평 목동리 삼국-10,경기북부
127.547765,37.885677,경기,Charcoal,가평 목동리,삼국-2,국토문화재연구원,1490,22,백제(방형),X,국토문화재연구원 가평 목동리 삼국-2,경기북부
127.547765,37.885677,경기,Charcoal,가평 목동리,삼국-5,국토문화재연구원,1379,19,백제(방형),186792,국토문화재연구원 가평 목동리 삼국-5,경기북부
127.512166,37.831534,경기,Charcoal,가평 읍내리,2,경강문화재연구원,1275,22,신라(방형),183168,경강문화재연구원 가평 읍내리 2,경기북부
127.512166,37.831534,경기,Charcoal,가평 읍내리,3,경강문화재연구원,1740,30,신라(방형),113900,경강문화재연구원 가평 읍내리 3,경기북부
127.512166,37.831534,경기,Charcoal,가평 읍내리,4,경강문화재연구원,1260,30,신라(방형),X,경강문화재연구원 가평 읍내리 4,경기북부
127.515236,37.82972,경기,Charcoal,가평 읍내리,철기시대 주거지,경강문화재연구원,1920,24,불명,X,경강문화재연구원 가평 읍내리 철기시대 주거지,경기북부
127.512046,37.832895,경기,Charcoal,가평 읍내리,통일신라시대 주거지,한국문화재재단,1235,15,신라(방형),X,한국문화재재단 가평 읍내리 통일신라시대 주거지,경기북부
127.413167,37.727682,경기,Charcoal,가평 청평리,원삼국-1,서울문화유산연구원,1780,30,불명,X,서울문화유산연구원 가평 청평리 원삼국-1,경기북부
127.413167,37.727682,경기,Charcoal,가평 청평리,원삼국-4,서울문화유산연구원,1695,22,백제(呂·凸자형),X,서울문화유산연구원 가평 청평리 원삼국-4,경기북부
127.414004,37.72769,경기,Charcoal,가평 청평리,주-1(1),한국문화재재단,1655,14,백제(呂·凸자형),739050,한국문화재재단 가평 청평리 주-1(1),경기북부
127.414004,37.72769,경기,Charcoal,가평 청평리,주-1(2),한국문화재재단,1752,17,백제(呂·凸자형),739050,한국문화재재단 가평 청평리 주-1(2),경기북부
127.414004,37.72769,경기,Charcoal,가평 청평리,주-2,한국문화재재단,1753,16,장방형,298920,한국문화재재단 가평 청평리 주-2,경기북부
127.414004,37.72769,경기,Charcoal,가평 청평리,주-4,한국문화재재단,1865,24,백제(방형),X,한국문화재재단 가평 청평리 주-4,경기북부
127.413689,37.727308,경기,Charcoal,가평 청평리,주거지-1,한국문화재재단,1708,26,백제(呂·凸자형),X,한국문화재재단 가평 청평리 주거지-1,경기북부
127.413689,37.727308,경기,Charcoal,가평 청평리,주거지-2,한국문화재재단,1784,26,백제(呂·凸자형),X,한국문화재재단 가평 청평리 주거지-2,경기북부
127.413689,37.727308,경기,Charcoal,가평 청평리,주거지-3,한국문화재재단,1617,23,백제(呂·凸자형),X,한국문화재재단 가평 청평리 주거지-3,경기북부
127.364355,37.798158,경기,Charcoal,가평 항사리,2,한국문화재재단,1824,17,백제(呂·凸자형),X,한국문화재재단 가평 항사리 2,경기북부
127.364665,37.795516,경기,Charcoal,가평 항사리,가-10,고려문화재연구원,1600,60,백제(呂·凸자형),X,고려문화재연구원 가평 항사리 가-10,경기북부
127.364665,37.795516,경기,Charcoal,가평 항사리,가-2,고려문화재연구원,1620,60,백제(呂·凸자형),X,고려문화재연구원 가평 항사리 가-2,경기북부
127.364665,37.795516,경기,Charcoal,가평 항사리,가-4,고려문화재연구원,1600,60,백제(呂·凸자형),324224,고려문화재연구원 가평 항사리 가-4,경기북부
127.364665,37.795516,경기,Charcoal,가평 항사리,가-8,고려문화재연구원,1690,60,백제(呂·凸자형),X,고려문화재연구원 가평 항사리 가-8,경기북부
127.364665,37.795516,경기,Charcoal,가평 항사리,가-9,고려문화재연구원,1620,60,백제(呂·凸자형),X,고려문화재연구원 가평 항사리 가-9,경기북부
127.364665,37.795516,경기,Charcoal,가평 항사리,나-10,고려문화재연구원,1720,50,백제(呂·凸자형),421720,고려문화재연구원 가평 항사리 나-10,경기북부
127.364665,37.795516,경기,Charcoal,가평 항사리,나-12,고려문화재연구원,2020,50,백제(呂·凸자형),X,고려문화재연구원 가평 항사리 나-12,경기북부
127.364665,37.795516,경기,Charcoal,가평 항사리,나-13,고려문화재연구원,1940,60,백제(呂·凸자형),199256,고려문화재연구원 가평 항사리 나-13,경기북부
127.364665,37.795516,경기,Charcoal,가평 항사리,나-15,고려문화재연구원,1864,39,백제(呂·凸자형),X,고려문화재연구원 가평 항사리 나-15,경기북부
127.364665,37.795516,경기,Charcoal,가평 항사리,나-16,고려문화재연구원,1740,50,백제(呂·凸자형),307108,고려문화재연구원 가평 항사리 나-16,경기북부
127.364665,37.795516,경기,Charcoal,가평 항사리,나-21,고려문화재연구원,1800,50,백제(呂·凸자형),145564,고려문화재연구원 가평 항사리 나-21,경기북부
127.364665,37.795516,경기,Charcoal,가평 항사리,나-9,고려문화재연구원,1720,50,백제(呂·凸자형),674340,고려문화재연구원 가평 항사리 나-9,경기북부
127.42479,37.786235,인천,Charcoal,강화 장정리,A-4-2,중원문화재연구원,2170,30,청동기(장방형),X,중원문화재연구원 강화 장정리 A-4-2,한강하류
127.444691,37.518074,경기,Charcoal,고속국도 45호선 여주-양평 구간,KC-002,한국고고환경연구소,1750,60,백제(방형),X,한국고고환경연구소 고속국도 45호선 여주-양평 구간 KC-002,경기북부
127.064683,37.281607,경기,Charcoal,광교 신도시,11-1,기호문화재연구원,1780,20,백제(방형),X,기호문화재연구원 광교 신도시 11-1 ,경기남부
126.88443,37.430142,경기,Charcoal,광명 소하동,KC-001,한국고고환경연구소,1750,50,백제(呂·凸자형),X,한국고고환경연구소 광명 소하동 KC-001,경기남부
126.88443,37.430142,경기,Charcoal,광명 소하동,KC-002,한국고고환경연구소,1890,50,백제(방형),X,한국고고환경연구소 광명 소하동 KC-002,경기남부
127.347222,37.350278,경기,Charcoal,광주 곤지암리,18,고려문화재연구원,1810,30,백제(呂·凸자형),822041,고려문화재연구원 광주 곤지암리 18,경기남부
127.347222,37.350278,경기,Charcoal,광주 곤지암리,20,고려문화재연구원,1730,30,백제(呂·凸자형),X,고려문화재연구원 광주 곤지암리 20,경기남부
127.347222,37.350278,경기,Charcoal,광주 곤지암리,22,고려문화재연구원,1750,30,백제(呂·凸자형),X,고려문화재연구원 광주 곤지암리 22,경기남부
127.347222,37.350278,경기,Charcoal,광주 곤지암리,23,고려문화재연구원,1790,30,백제(呂·凸자형),X,고려문화재연구원 광주 곤지암리 23,경기남부
127.347222,37.350278,경기,Charcoal,광주 곤지암리,28,고려문화재연구원,1800,30,백제(呂·凸자형),450981,고려문화재연구원 광주 곤지암리 28,경기남부
127.347222,37.350278,경기,Charcoal,광주 곤지암리,29,고려문화재연구원,1690,30,백제(呂·凸자형),X,고려문화재연구원 광주 곤지암리 29,경기남부
127.347222,37.350278,경기,Charcoal,광주 곤지암리,3,고려문화재연구원,1730,30,백제(呂·凸자형),356170,고려문화재연구원 광주 곤지암리 3,경기남부
127.347222,37.350278,경기,Charcoal,광주 곤지암리,30,고려문화재연구원,1740,30,백제(呂·凸자형),X,고려문화재연구원 광주 곤지암리 30,경기남부
127.347222,37.350278,경기,Charcoal,광주 곤지암리,31,고려문화재연구원,1720,30,불명,X,고려문화재연구원 광주 곤지암리 31,경기남부
127.347222,37.350278,경기,Charcoal,광주 곤지암리,34,고려문화재연구원,1690,30,불명,X,고려문화재연구원 광주 곤지암리 34,경기남부
127.251285,37.395281,경기,Charcoal,광주 역동,3,역사문화재연구원,1740,30,백제(呂·凸자형),881700,역사문화재연구원 광주 역동 3,경기남부
127.251619,37.3955,경기,Charcoal,광주 역동,3,한국문화유산연구원,1770,30,백제(呂·凸자형),X,한국문화유산연구원 광주 역동 3,경기남부
127.251619,37.3955,경기,Charcoal,광주 역동,4,한국문화유산연구원,1760,30,백제(呂·凸자형),X,한국문화유산연구원 광주 역동 4,경기남부
127.251619,37.3955,경기,Charcoal,광주 역동,5,한국문화유산연구원,1760,30,백제(呂·凸자형),X,한국문화유산연구원 광주 역동 5,경기남부
127.243675,37.39228,경기,Charcoal,광주 장지동,10,경기문화재연구원,1685,20,백제(呂·凸자형),X,경기문화재연구원 광주 장지동 10 ,경기남부
127.243675,37.39228,경기,Charcoal,광주 장지동,11,경기문화재연구원,1840,50,장방형,219300,경기문화재연구원 광주 장지동 11 ,경기남부
127.243675,37.39228,경기,Charcoal,광주 장지동,12,경기문화재연구원,1818,15,백제(呂·凸자형),X,경기문화재연구원 광주 장지동 12 ,경기남부
127.243675,37.39228,경기,Charcoal,광주 장지동,13,경기문화재연구원,1905,25,백제(呂·凸자형),336749,경기문화재연구원 광주 장지동 13 ,경기남부
127.243675,37.39228,경기,Charcoal,광주 장지동,14,경기문화재연구원,1727,15,백제(呂·凸자형),708000,경기문화재연구원 광주 장지동 14 ,경기남부
127.243675,37.39228,경기,Charcoal,광주 장지동,15,경기문화재연구원,1892,19,백제(呂·凸자형),X,경기문화재연구원 광주 장지동 15 ,경기남부
127.243675,37.39228,경기,Charcoal,광주 장지동,16,경기문화재연구원,1740,20,백제(呂·凸자형),X,경기문화재연구원 광주 장지동 16 ,경기남부
127.243675,37.39228,경기,Charcoal,광주 장지동,17,경기문화재연구원,1720,20,백제(呂·凸자형),X,경기문화재연구원 광주 장지동 17 ,경기남부
127.243675,37.39228,경기,Charcoal,광주 장지동,18,경기문화재연구원,1830,20,백제(呂·凸자형),X,경기문화재연구원 광주 장지동 18 ,경기남부
127.243675,37.39228,경기,Charcoal,광주 장지동,19,경기문화재연구원,1630,19,백제(呂·凸자형),X,경기문화재연구원 광주 장지동 19 ,경기남부
127.243675,37.39228,경기,Charcoal,광주 장지동,20,경기문화재연구원,1714,19,백제(呂·凸자형),X,경기문화재연구원 광주 장지동 20 ,경기남부
127.243675,37.39228,경기,Charcoal,광주 장지동,21,경기문화재연구원,1855,20,백제(呂·凸자형),X,경기문화재연구원 광주 장지동 21 ,경기남부
127.243675,37.39228,경기,Charcoal,광주 장지동,22,경기문화재연구원,1788,19,백제(呂·凸자형),X,경기문화재연구원 광주 장지동 22 ,경기남부
127.243675,37.39228,경기,Charcoal,광주 장지동,24,경기문화재연구원,1690,25,백제(방형),X,경기문화재연구원 광주 장지동 24 ,경기남부
127.243675,37.39228,경기,Charcoal,광주 장지동,9,경기문화재연구원,1950,20,장방형,X,경기문화재연구원 광주 장지동 9 ,경기남부
127.135791,37.578845,경기,Charcoal,구리 토평동,F-10,서울문화유산연구원,1880,30,백제(呂·凸자형),802560,서울문화유산연구원 구리 토평동 F-10,한강중류
126.606339,37.686912,경기,Charcoal,김포 마송,3-2,기호문화재연구원,1293,15,신라(방형),117564,기호문화재연구원 김포 마송 3-2,한강하류
126.603468,37.688866,경기,Charcoal,김포 마송,4-1,기호문화재연구원,1185,25,신라(방형),143175,기호문화재연구원 김포 마송 4-1,한강하류
126.603468,37.688866,경기,Charcoal,김포 마송,4-12,기호문화재연구원,1210,20,신라(방형),57368,기호문화재연구원 김포 마송 4-12,한강하류
126.758611,37.593572,경기,Charcoal,김포 신곡리,1-삼국-1,중부고고학연구소,1578,28,백제(방형),X,중부고고학연구소 김포 신곡리 1-삼국-1,한강하류
126.758611,37.593572,경기,Charcoal,김포 신곡리,1-삼국-2,중부고고학연구소,1527,25,백제(呂·凸자형),X,중부고고학연구소 김포 신곡리 1-삼국-2,한강하류
126.635093,37.645535,경기,Charcoal,김포 양촌,2-4(가)-11 ,고려문화재연구원,1670,50,백제(방형),X,고려문화재연구원 김포 양촌 2-4(가)-11 ,한강하류
126.635093,37.645535,경기,Charcoal,김포 양촌,2-4(가)-13 ,고려문화재연구원,1670,60,백제(방형),91120,고려문화재연구원 김포 양촌 2-4(가)-13 ,한강하류
126.635093,37.645535,경기,Charcoal,김포 양촌,2-4(가)-2 ,고려문화재연구원,1730,80,백제(방형),X,고려문화재연구원 김포 양촌 2-4(가)-2 ,한강하류
126.635093,37.645535,경기,Charcoal,김포 양촌,2-4(나)-2 ,고려문화재연구원,1840,60,백제(방형),X,고려문화재연구원 김포 양촌 2-4(나)-2 ,한강하류
126.635093,37.645535,경기,Charcoal,김포 양촌,2-4(나)-8 ,고려문화재연구원,1880,60,백제(방형),X,고려문화재연구원 김포 양촌 2-4(나)-8 ,한강하류
126.639648,37.64342,경기,Charcoal,김포 한강 신도시,1-3(나)-4 ,고려문화재연구원,1790,60,백제(방형),X,고려문화재연구원 김포 한강 신도시 1-3(나)-4 ,한강하류
126.639648,37.64342,경기,Charcoal,김포 한강 신도시,1-3(다)-1 ,고려문화재연구원,1770,60,백제(방형),158400,고려문화재연구원 김포 한강 신도시 1-3(다)-1 ,한강하류
126.639648,37.64342,경기,Charcoal,김포 한강 신도시,1-3(다)-2 ,고려문화재연구원,1850,60,백제(방형),262200,고려문화재연구원 김포 한강 신도시 1-3(다)-2 ,한강하류
127.363092,37.643669,경기,Charcoal,남양주 금남리,원삼국-2,한강문화재연구원,1825,22,백제(방형),60180,한강문화재연구원 남양주 금남리 원삼국-2,경기북부
127.363092,37.643669,경기,Charcoal,남양주 금남리,원삼국-4,한강문화재연구원,1900,22,백제(방형),X,한강문화재연구원 남양주 금남리 원삼국-4,경기북부
127.363092,37.643669,경기,Charcoal,남양주 금남리,원삼국-6,한강문화재연구원,1860,16,백제(방형),77220,한강문화재연구원 남양주 금남리 원삼국-6,경기북부
127.363092,37.643669,경기,Charcoal,남양주 금남리,원삼국-8,한강문화재연구원,1920,30,백제(呂·凸자형),314998,한강문화재연구원 남양주 금남리 원삼국-8,경기북부
127.125865,37.648547,경기,Charcoal,남양주 별내 덕송리,1,한백문화재연구원,1400,40,신라(방형),161483,한백문화재연구원 남양주 별내 덕송리 1,경기북부
127.125865,37.648547,경기,Charcoal,남양주 별내 덕송리,2,한백문화재연구원,1260,40,신라(방형),X,한백문화재연구원 남양주 별내 덕송리 2,경기북부
127.125865,37.648547,경기,Charcoal,남양주 별내 덕송리,6,한백문화재연구원,1200,40,신라(방형),221122,한백문화재연구원 남양주 별내 덕송리 6,경기북부
127.125865,37.648547,경기,Charcoal,남양주 별내 덕송리,7,한백문화재연구원,1090,40,신라(방형),228216,한백문화재연구원 남양주 별내 덕송리 7,경기북부
127.125865,37.648547,경기,Charcoal,남양주 별내 덕송리,8,한백문화재연구원,1150,40,신라(방형),163800,한백문화재연구원 남양주 별내 덕송리 8,경기북부
127.125865,37.648547,경기,Charcoal,남양주 별내 화접리,7-3-1,한백문화재연구원,1510,40,백제(방형),X,한백문화재연구원 남양주 별내 화접리 7-3-1 ,경기북부
127.125865,37.648547,경기,Charcoal,남양주 별내 화접리,7-3-12-1,한백문화재연구원,1460,40,백제(방형),223500,한백문화재연구원 남양주 별내 화접리 7-3-12-1,경기북부
127.125865,37.648547,경기,Charcoal,남양주 별내 화접리,7-3-2,한백문화재연구원,1680,50,백제(방형),X,한백문화재연구원 남양주 별내 화접리 7-3-2 ,경기북부
127.194032,37.72955,경기,Charcoal,남양주 장현,12,중앙문화재연구원,1770,50,백제(방형),109740,중앙문화재연구원 남양주 장현 12,경기북부
127.194032,37.72955,경기,Charcoal,남양주 장현,14,중앙문화재연구원,1850,50,백제(呂·凸자형),655000,중앙문화재연구원 남양주 장현 14,경기북부
127.194032,37.72955,경기,Charcoal,남양주 장현,16,중앙문화재연구원,1910,50,백제(방형),209920,중앙문화재연구원 남양주 장현 16,경기북부
127.194032,37.72955,경기,Charcoal,남양주 장현,29,중앙문화재연구원,1970,50,백제(呂·凸자형),443000,중앙문화재연구원 남양주 장현 29,경기북부
127.194032,37.72955,경기,Charcoal,남양주 장현,34,중앙문화재연구원,1840,50,백제(呂·凸자형),285000,중앙문화재연구원 남양주 장현 34,경기북부
127.194032,37.72955,경기,Charcoal,남양주 장현,35,중앙문화재연구원,1760,50,백제(呂·凸자형),509000,중앙문화재연구원 남양주 장현 35,경기북부
127.194032,37.72955,경기,Charcoal,남양주 장현,4,중앙문화재연구원,1820,50,백제(방형),111520,중앙문화재연구원 남양주 장현 4,경기북부
127.194032,37.72955,경기,Charcoal,남양주 장현,44,중앙문화재연구원,1820,50,백제(呂·凸자형),340000,중앙문화재연구원 남양주 장현 44,경기북부
127.194032,37.72955,경기,Charcoal,남양주 장현,49,중앙문화재연구원,1750,50,백제(呂·凸자형),155000,중앙문화재연구원 남양주 장현 49,경기북부
127.194032,37.72955,경기,Charcoal,남양주 장현,59,중앙문화재연구원,1680,50,백제(呂·凸자형),167000,중앙문화재연구원 남양주 장현 59,경기북부
127.194032,37.72955,경기,Charcoal,남양주 장현,65,중앙문화재연구원,1830,50,백제(呂·凸자형),X,중앙문화재연구원 남양주 장현 65,경기북부
127.194032,37.72955,경기,Charcoal,남양주 장현,71,중앙문화재연구원,1740,50,백제(방형),X,중앙문화재연구원 남양주 장현 71,경기북부
127.194032,37.72955,경기,Charcoal,남양주 장현,73,중앙문화재연구원,1650,50,백제(방형),X,중앙문화재연구원 남양주 장현 73,경기북부
127.194032,37.72955,경기,Charcoal,남양주 장현,74,중앙문화재연구원,1720,50,백제(呂·凸자형),824000,중앙문화재연구원 남양주 장현 74,경기북부
127.194032,37.72955,경기,Charcoal,남양주 장현,75,중앙문화재연구원,1670,50,백제(呂·凸자형),538000,중앙문화재연구원 남양주 장현 75,경기북부
127.194032,37.72955,경기,Charcoal,남양주 장현,77,중앙문화재연구원,1700,50,백제(呂·凸자형),X,중앙문화재연구원 남양주 장현 77,경기북부
127.194032,37.72955,경기,Charcoal,남양주 장현,80,중앙문화재연구원,1600,50,백제(呂·凸자형),X,중앙문화재연구원 남양주 장현 80,경기북부
127.194032,37.72955,경기,Charcoal,남양주 장현,83,중앙문화재연구원,1730,50,불명,X,중앙문화재연구원 남양주 장현 83,경기북부
127.166779,37.626062,경기,Charcoal,남양주 지금동,2,세종대학교박물관,1701,47,백제(방형),274500,세종대학교박물관 남양주 지금동 2 ,경기북부
127.166779,37.626062,경기,Charcoal,남양주 지금동,4,세종대학교박물관,1725,36,백제(방형),X,세종대학교박물관 남양주 지금동 4 ,경기북부
126.78707,37.874197,경기,Charcoal,문산 당동리,1-11,경기문화재연구원,1850,50,백제(방형),X,경기문화재연구원 문산 당동리 1-11,경기북부
126.78707,37.874197,경기,Charcoal,문산 당동리,7-1,경기문화재연구원,1740,50,백제(방형),91233,경기문화재연구원 문산 당동리 7-1,경기북부
126.78707,37.874197,경기,Charcoal,문산 당동리,7-4,경기문화재연구원,1690,50,백제(방형),266220,경기문화재연구원 문산 당동리 7-4,경기북부
126.813526,37.473065,경기,Charcoal,부천 범박동,4-2-3,한울문화재연구원,1580,36,백제(방형),X,한울문화재연구원 부천 범박동 4-2-3,한강하류
126.813526,37.473065,경기,Charcoal,부천 범박동,4-2-4,한울문화재연구원,1460,50,백제(방형),908800,한울문화재연구원 부천 범박동 4-2-4,한강하류
127.107419,37.607575,서울,Charcoal,서울 망우동,3-2,서경문화재연구원,1700,30,백제(呂·凸자형),X,서경문화재연구원 서울 망우동 3-2,한강중류
127.107419,37.607575,서울,Charcoal,서울 망우동,3-3,서경문화재연구원,1630,30,백제(呂·凸자형),X,서경문화재연구원 서울 망우동 3-3,한강중류
127.107419,37.607575,서울,Charcoal,서울 망우동,3-4,서경문화재연구원,1660,30,불명,X,서경문화재연구원 서울 망우동 3-4,한강중류
127.107419,37.607575,서울,Charcoal,서울 망우동,3-8,서경문화재연구원,1620,30,불명,X,서경문화재연구원 서울 망우동 3-8,한강중류
127.123767,37.523283,서울,Charcoal,서울 몽촌토성,북문지-내측-통일신라-1,한성백제박물관,1670,30,신라(방형),X,한성백제박물관 서울 몽촌토성 북문지-내측-통일신라-1,한강중류
127.123767,37.523283,서울,Charcoal,서울 몽촌토성,북문지-내측-통일신라-10,한성백제박물관,1560,40,신라(방형),X,한성백제박물관 서울 몽촌토성 북문지-내측-통일신라-10,한강중류
127.123767,37.523283,서울,Charcoal,서울 몽촌토성,북문지-내측-통일신라-11,한성백제박물관,1280,30,신라(방형),129700,한성백제박물관 서울 몽촌토성 북문지-내측-통일신라-11,한강중류
127.123767,37.523283,서울,Charcoal,서울 몽촌토성,북문지-내측-통일신라-13,한성백제박물관,1520,30,신라(방형),X,한성백제박물관 서울 몽촌토성 북문지-내측-통일신라-13,한강중류
